ensembl_gene_id,hgnc_symbol,chromosome_name,start_region,end_region
"ENSG00000151465,ENSG00000165609","CDC123,NUDT5",10,12202324,12297588
ENSG00000168209,DDIT4,10,74028678,74040794
ENSG00000180644,PRF1,10,72352104,72367531
ENSG00000187134,AKR1C1,10,4929796,5030475
ENSG00000187164,KIAA1598,10,118638742,118891097
ENSG00000198408,MGEA5,10,103539200,103583696
ENSG00000198682,PAPSS2,10,89414370,89512462
ENSG00000198728,LDB1,10,103862317,103885210
ENSG00000198873,GRK5,10,120962101,121220131
ENSG00000198915,RASGEF1A,10,43684983,43767367
ENSG00000198964,SGMS1,10,52060360,52389923
ENSG00000200170,"",10,73975510,73985610
ENSG00000204174,NPY4R,10,47078534,47093320
ENSG00000225830,ERCC6,10,50658414,50752584
ENSG00000236311,TLX1NB,10,102844078,102895883
ENSG00000007908,SELE,1,169686781,169738846
ENSG00000007933,FMO3,1,171055018,171091959
ENSG00000008130,NADK,1,1677671,1716896
"ENSG00000009724,ENSG00000116649","MASP2,SRM",1,11081580,11125081
ENSG00000010932,FMO1,1,171212638,171260117
ENSG00000027644,INSRR,1,156804855,156833810
ENSG00000028137,TNFRSF1B,1,12222060,12274285
ENSG00000031698,SARS,1,109751540,109785791
ENSG00000049239,H6PD,1,9289834,9336396
ENSG00000057252,SOAT1,1,179257925,179332815
ENSG00000073754,CD5L,1,157795704,157873046
ENSG00000074800,ENO1,1,8916061,8944308
ENSG00000079739,PGM1,1,64053947,64130916
ENSG00000081237,PTPRC,1,198602801,198731545
ENSG00000091483,FH,1,241655903,241688061
ENSG00000092621,PHGDH,1,120197421,120291838
ENSG00000094963,FMO2,1,171149347,171186822
ENSG00000116147,TNR,1,175279330,175717906
"ENSG00000116478,ENSG00000175130","HDAC1,MARCKSL1",1,32752687,32806980
ENSG00000116678,LEPR,1,65881248,66112242
ENSG00000116703,PDC,1,186407698,186435254
ENSG00000116711,PLA2G4A,1,186793085,186963113
ENSG00000116791,CRYZ,1,75166170,75204092
ENSG00000117009,KMO,1,241690434,241763944
ENSG00000117525,F3,1,94989781,95012356
ENSG00000117560,FASLG,1,172623154,172641014
ENSG00000117592,PRDX6,1,173441405,173462946
ENSG00000120949,TNFRSF8,1,12118434,12209264
ENSG00000127074,RGS13,1,192600275,192634390
ENSG00000132693,CRP,1,159677079,159689379
ENSG00000132703,APCS,1,159552615,159563655
ENSG00000132906,CASP9,1,15812327,15858029
ENSG00000133048,CHI3L1,1,203143059,203160877
ENSG00000133216,EPHB2,1,23032332,23246818
ENSG00000134184,GSTM1,1,110225436,110256661
ENSG00000134242,PTPN22,1,114351433,114419381
ENSG00000135870,RC3H1,1,173895352,173996435
ENSG00000137936,BCAR3,1,94022347,94317706
ENSG00000142224,IL19,1,206967215,207021324
ENSG00000143119,CD53,1,111410775,111447550
ENSG00000143184,XCL1,1,168540711,168556315
ENSG00000143196,DPT,1,168659697,168703502
ENSG00000143226,FCGR2A,1,161470220,161498803
ENSG00000143384,MCL1,1,150542032,150557066
ENSG00000143387,CTSK,1,150763684,150785799
ENSG00000143546,S100A8,1,153357508,153368664
ENSG00000143622,RIT1,1,155862599,155886195
ENSG00000143774,GUK1,1,228322663,228341685
ENSG00000143839,REN,1,204118944,204140465
ENSG00000153187,HNRNPU,1,245009468,245032844
ENSG00000158022,TRIM63,1,26372795,26399927
ENSG00000158473,CD1D,1,158144737,158159686
ENSG00000158769,F11R,1,160960001,160996138
ENSG00000158825,CDA,1,20910441,20950401
"ENSG00000158859,ENSG00000143224","ADAMTS4,PPOX",1,161131200,161173846
ENSG00000158869,FCER1G,1,161180024,161195489
ENSG00000159339,PADI4,1,17629690,17695499
ENSG00000162407,PPAP2B,1,56955419,57115974
ENSG00000162493,PDPN,1,13904960,13949452
ENSG00000162510,MATN1,1,31179124,31201434
ENSG00000162594,IL23R,1,67627083,67730662
ENSG00000162692,VCAM1,1,101180298,101209601
ENSG00000162739,SLAMF6,1,160449820,160498052
ENSG00000162892,IL24,1,207065788,207082484
ENSG00000163131,CTSS,1,150697672,150743433
ENSG00000163220,S100A9,1,153325330,153338503
ENSG00000163221,S100A12,1,153341184,153353125
ENSG00000163563,MNDA,1,158796107,158824296
ENSG00000163568,AIM2,1,159027274,159121886
ENSG00000169403,PTAFR,1,28468677,28525447
ENSG00000173171,MTX1,1,155173490,155188615
"ENSG00000173846,ENSG00000222009","PLK3,BTBD19",1,45260897,45286257
ENSG00000176261,ZBTB8OS,1,33060773,33121504
ENSG00000177674,AGTRAP,1,11791141,11819859
ENSG00000180758,GPR157,1,9155364,9194229
ENSG00000185499,MUC1,1,155153300,155167707
ENSG00000187608,ISG15,1,943803,954920
ENSG00000188404,SELL,1,169654808,169685839
ENSG00000188641,DPYD,1,97538299,98391605
"ENSG00000196154,ENSG00000197956","S100A4,S100A6",1,153502075,153527612
ENSG00000196878,LAMB3,1,209783215,209830811
ENSG00000198793,MTOR,1,11161592,11327564
ENSG00000203710,CR1,1,207664492,207818992
"ENSG00000203747,ENSG00000072694,ENSG00000162747","FCGR3A,FCGR2B,FCGR3B",1,161506549,161653444
ENSG00000215788,TNFRSF25,1,6516211,6531255
ENSG00000215845,TSTD1,1,161002421,161013780
ENSG00000034971,MYOC,1,171599557,171626823
ENSG00000049245,VAMP3,1,7826329,7846492
ENSG00000053371,AKR7A2,1,19625459,19643640
"ENSG00000054282,ENSG00000143702","SDCCAG8,CEP170",1,243282730,243668394
ENSG00000060656,PTPRU,1,29558028,29658325
ENSG00000081248,CACNA1S,1,201003642,201086694
ENSG00000090104,RGS1,1,192539857,192554161
ENSG00000116729,WLS,1,68559142,68703803
ENSG00000116747,TROVE2,1,193023552,193065907
ENSG00000116761,CTH,1,70871901,70910534
"ENSG00000116815,ENSG00000143061","CD58,IGSF3",1,117052157,117215375
ENSG00000116824,CD2,1,117292007,117316850
ENSG00000116906,GNPAT,1,231371953,231418719
ENSG00000116984,MTR,1,236953610,237072281
ENSG00000117036,ETV3,1,157085983,157113266
ENSG00000117091,CD48,1,160643536,160686641
ENSG00000117308,GALE,1,24117089,24132271
ENSG00000117318,ID3,1,23879409,23891285
ENSG00000117335,CD46,1,207920402,207973858
ENSG00000117394,SLC2A1,1,43386052,43429530
ENSG00000117400,MPL,1,43798478,43823443
ENSG00000117448,AKR1A1,1,46011215,46040721
ENSG00000117450,PRDX1,1,45971708,45993719
ENSG00000117586,TNFSF4,1,173147873,173181452
ENSG00000117601,SERPINC1,1,173867947,173891516
ENSG00000123473,STIL,1,47710811,47784819
"ENSG00000123838,ENSG00000123843","C4BPA,C4BPB",1,207257187,207323317
ENSG00000132688,NES,1,156633555,156652189
ENSG00000134258,VTCN1,1,117681209,117758556
ENSG00000136628,EPRS,1,220136943,220225000
ENSG00000136630,HLX,1,221046699,221063401
ENSG00000142867,BCL10,1,85726931,85747773
ENSG00000143067,ZNF697,1,120157045,120195396
ENSG00000143079,CTTNBP2NL,1,112933803,113011078
ENSG00000143179,UCK2,1,165791768,165885855
ENSG00000143185,XCL2,1,168505003,168518235
ENSG00000143190,POU2F1,1,167185066,167401582
ENSG00000143199,ADCY10,1,167773625,167888453
ENSG00000143324,XPR1,1,180596140,180864387
ENSG00000143333,RGS16,1,182562758,182578543
ENSG00000143554,SLC27A3,1,153741830,153757633
ENSG00000143556,S100A7,1,153425220,153438177
ENSG00000143578,CREB3L4,1,153935010,153951839
"ENSG00000143630,ENSG00000143627,ENSG00000160752","HCN3,PKLR,FDPS",1,155242374,155295457
ENSG00000143669,LYST,1,235819341,236051940
ENSG00000150337,FCGR1A,1,149749227,149769074
ENSG00000154027,AK5,1,77742736,78030651
ENSG00000156171,DRAM2,1,111654955,111687838
ENSG00000157216,SSBP3,1,54686105,54884152
ENSG00000157933,SKI,1,2155134,2246558
ENSG00000158481,CD1C,1,158254576,158268420
ENSG00000158716,DUSP23,1,159745722,159757333
ENSG00000159450,TCHH,1,152073793,152091556
ENSG00000160789,LMNA,1,156047364,156114880
ENSG00000162438,CTRC,1,15759935,15780737
ENSG00000162444,RBP7,1,10052264,10081078
ENSG00000162496,DHRS3,1,12622939,12682737
ENSG00000162618,ELTD1,1,79350449,79477403
ENSG00000162889,MAPKAPK2,1,206853289,206912628
ENSG00000162946,DISC1,1,231757561,232182018
ENSG00000163534,FCRL1,1,157759193,157794895
ENSG00000168159,RNF187,1,228669762,228688467
ENSG00000169474,SPRR1A,1,152951557,152963289
"ENSG00000170989,ENSG00000225938","S1PR1,",1,101696239,101712074
ENSG00000171608,PIK3CD,1,9706790,9794172
ENSG00000174059,CD34,1,208052594,208089747
"ENSG00000175206,ENSG00000011021,ENSG00000177000,ENSG00000120937","NPPA,CLCN6,MTHFR,NPPB",1,11840780,11923988
ENSG00000177606,JUN,1,59241465,59254785
ENSG00000178585,CTNNBIP1,1,9903334,9975394
ENSG00000179914,ITLN1,1,160841329,160859960
ENSG00000180287,PLD5,1,242241288,242692998
ENSG00000186063,AIDA,1,222836355,222891552
"ENSG00000186094,rs320035","AGBL4,rs320035",1,48993527,50494585
ENSG00000186205,MARC1,1,220955101,220992735
ENSG00000187010,RHD,1,25593884,25661936
ENSG00000204178,TMEM57,1,25752388,25831700
ENSG00000242252,BGLAP,1,156206753,156218112
ENSG00000009790,TRAF3IP3,1,209924377,209960668
ENSG00000027869,SH2D2A,1,156771035,156791654
ENSG00000065526,SPEN,1,16169359,16271955
ENSG00000069702,TGFBR3,1,92140902,92376892
ENSG00000081721,DUSP12,1,161714548,161732028
ENSG00000082512,TRAF5,1,211494957,211553288
ENSG00000090621,PABPC4,1,40021488,40047462
ENSG00000116584,ARHGEF2,1,155911630,155981861
ENSG00000116663,FBXO6,1,11719181,11739411
ENSG00000116679,IVNS1ABP,1,185260520,185291461
ENSG00000116833,NR5A2,1,199991730,200151552
ENSG00000116874,WARS2,1,119568839,119688294
ENSG00000116990,MYCL,1,40356098,40372928
ENSG00000117090,SLAMF1,1,160572890,160622085
ENSG00000117281,CD160,1,145690798,145720614
ENSG00000117298,ECE1,1,21538740,21676997
ENSG00000117676,RPS6KA1,1,26851252,26906521
ENSG00000117691,NENF,1,212601229,212624714
ENSG00000118200,CAMSAP2,1,200703686,200834832
ENSG00000118298,CA14,1,150224554,150242478
ENSG00000130770,ATPIF1,1,28557620,28578417
ENSG00000132185,FCRLA,1,161671762,161689142
ENSG00000132704,FCRL2,1,157710523,157751922
ENSG00000135766,EGLN1,1,231494497,231565790
ENSG00000135823,STX6,1,180936861,180997047
"ENSG00000135829,ENSG00000135838","DHX9,NPL",1,182753428,182861886
ENSG00000136631,VPS45,1,150034369,150122505
ENSG00000137959,IFI44L,1,79080607,79116830
ENSG00000142583,SLC2A5,1,9090166,9153537
ENSG00000142748,FCN3,1,27690603,27706315
ENSG00000142765,SYTL1,1,27663513,27685421
ENSG00000142892,PIGK,1,77549675,77690115
ENSG00000143110,C1orf162,1,112011414,112026134
ENSG00000143367,TUFT1,1,151507781,151561059
ENSG00000143507,DUSP10,1,221869766,221920518
ENSG00000143595,AQP10,1,154288566,154302801
ENSG00000143768,LEFTY2,1,226119298,226134189
ENSG00000143799,PARP1,1,226543392,226600780
ENSG00000154451,GBP5,1,89719633,89743544
ENSG00000156869,FRRS1,1,100169259,100237187
ENSG00000158796,DEDD,1,161085764,161107478
ENSG00000158887,MPZ,1,161269525,161284762
ENSG00000159423,ALDH4A1,1,19192926,19234275
ENSG00000162433,AK4,1,65608232,65702828
ENSG00000162434,JAK1,1,65293912,65437187
ENSG00000162614,NEXN,1,78349198,78414580
ENSG00000162616,DNAJB4,1,78439859,78488648
ENSG00000162630,B3GALT2,1,193143175,193160784
ENSG00000162729,IGSF8,1,160056130,160073733
"ENSG00000162772,ENSG00000260805","ATF3,",1,212726175,212799119
ENSG00000162896,PIGR,1,207096863,207124811
ENSG00000169242,EFNA1,1,155094936,155112333
ENSG00000169418,NPR1,1,153646113,153671468
ENSG00000169442,CD52,1,26639448,26652014
ENSG00000171621,SPSB1,1,9347939,9434591
ENSG00000171729,TMEM51,1,15474028,15551976
ENSG00000173369,C1QB,1,22974255,22993031
"ENSG00000174175,ENSG00000198734","SELP,F5",1,169478404,169604431
ENSG00000178104,PDE4DIP,1,144831157,145081186
ENSG00000183814,LIN9,1,226413850,226502570
ENSG00000184588,PDE4B,1,66253197,66845259
ENSG00000187554,TLR5,1,223277748,223321624
ENSG00000187801,ZFP69B,1,40910774,40934390
ENSG00000198570,RD3,1,211644864,211671259
ENSG00000204219,TCEA3,1,23702554,23756233
ENSG00000213088,DARC,1,159168097,159181290
ENSG00000224950,"",1,117030645,117046834
ENSG00000233355,CHRM3-AS2,1,239861684,239898765
ENSG00000233461,"",1,231653134,231669302
ENSG00000273373,"",1,110907776,110920625
ENSG00000061656,SPAG4,20,34198814,34213971
ENSG00000088826,SMOX,20,4096627,4173394
ENSG00000088827,SIGLEC1,20,3662617,3692775
ENSG00000101017,CD40,20,44741911,44763502
"ENSG00000101158,ENSG00000101160","NELFCD,CTSZ",20,57551263,57587302
ENSG00000101182,PSMA7,20,60706791,60723496
ENSG00000101187,SLCO4A1,20,61268797,61322137
ENSG00000101443,WFDC2,20,44093346,44115172
ENSG00000101444,AHCY,20,32863074,32904608
ENSG00000124089,MC3R,20,54818788,54829871
ENSG00000124102,PI3,20,43798517,43810185
ENSG00000124107,SLPI,20,43875880,43888205
ENSG00000125826,RBCK1,20,383142,416610
ENSG00000131069,ACSS2,20,33454949,33520769
ENSG00000172216,CEBPB,20,48802376,48814212
ENSG00000178726,THBD,20,23021270,23035378
ENSG00000198183,BPIFA1,20,31818801,31836115
ENSG00000198900,TOP1,20,39652458,39758127
ENSG00000078747,ITCH,20,32946041,33104198
ENSG00000088970,PLK1S1,20,21101624,21232260
ENSG00000101000,PROCR,20,33754876,33770165
ENSG00000101096,NFATC2,20,49998494,50184370
ENSG00000101104,PABPC1L,20,43533703,43592676
ENSG00000101132,PFDN4,20,52819386,52849591
ENSG00000101152,DNAJC5,20,62521518,62572384
"ENSG00000101307,ENSG00000089012","SIRPB1,SIRPG",20,1539167,1643425
ENSG00000101421,CHMP4B,20,32394110,32447172
ENSG00000101439,CST3,20,23603534,23624110
ENSG00000124098,FAM210B,20,54928971,54948719
ENSG00000125877,ITPA,20,3184514,3209516
ENSG00000129988,LBP,20,36969759,37010665
ENSG00000132646,PCNA,20,5090599,5112272
ENSG00000132792,CTNNBL1,20,36317408,36505531
ENSG00000170191,NANP,20,25588571,25609811
ENSG00000172264,MACROD2,20,13971015,16038842
ENSG00000182621,PLCB1,20,8107824,8954003
ENSG00000196074,SYCP2,20,58433618,58513710
"ENSG00000197114,ENSG00000243509","ZGPAT,TNFRSF6B",20,62323021,62372494
ENSG00000197122,SRC,20,35968088,36039453
ENSG00000077984,CST7,20,24924866,24945564
ENSG00000078804,TP53INP2,20,33287094,33306243
ENSG00000088766,CRLS1,20,5981736,6025699
ENSG00000088888,MAVS,20,3822487,3854280
ENSG00000089091,DZANK1,20,18359011,18452925
ENSG00000089195,TRMT6,20,5912881,5936182
ENSG00000089199,CHGB,20,5887076,5911007
ENSG00000101082,SLA2,20,35235721,35279619
ENSG00000101190,TCFL5,20,61467467,61498115
ENSG00000101343,CRNKL1,20,20010012,20041690
ENSG00000101347,SAMHD1,20,35513632,35585246
ENSG00000118702,GHRH,20,35874489,35895238
ENSG00000124145,SDC4,20,43948928,43982064
ENSG00000124191,TOX2,20,42538504,42703256
ENSG00000124256,ZBP1,20,56173902,56200632
ENSG00000125879,OTOR,20,16724003,16755707
ENSG00000132635,PCED1A,20,2810960,2826836
ENSG00000132639,SNAP25,20,10194478,10293066
ENSG00000158470,B4GALT5,20,48244482,48335415
ENSG00000176659,C20orf197,20,58625980,58653008
ENSG00000196209,SIRPB2,20,1446386,1477233
ENSG00000198959,TGM2,20,36751863,36799980
ENSG00000004468,CD38,4,15774898,15859853
ENSG00000109320,NFKB1,4,103417486,103543459
ENSG00000109452,INPP4B,4,142939313,143773585
"ENSG00000109743,ENSG00000237765","BST1,FAM200B",4,15678285,15744936
ENSG00000118785,SPP1,4,88891819,88909562
ENSG00000124882,EREG,4,75225860,75259468
ENSG00000128059,PPAT,4,57254528,57306781
ENSG00000137441,FGFBP2,4,15956866,15975932
ENSG00000138685,FGF2,4,123742863,123824391
ENSG00000138688,KIAA1109,4,123068488,123288913
ENSG00000138744,NAAA,4,76826809,76867204
ENSG00000138755,CXCL9,4,76917428,76933641
ENSG00000138767,CNOT6L,4,78629541,78745769
"ENSG00000138821,ENSG00000248161","SLC39A8,",4,103167198,103376167
ENSG00000138823,MTTP,4,100479918,100550156
ENSG00000145321,GC,4,72602410,72674758
ENSG00000151617,EDNRA,4,148397069,148471106
ENSG00000151962,RBM46,4,155697365,155754965
ENSG00000156234,CXCL13,4,78427907,78537988
ENSG00000163106,HPGDS,4,95214686,95269027
ENSG00000163624,CDS1,4,85499132,85577491
ENSG00000163631,ALB,4,74257831,74292129
ENSG00000163734,CXCL3,4,74897306,74909524
"ENSG00000163735,ENSG00000163737,ENSG00000163736","CXCL5,PF4,PPBP",4,74841794,74869496
ENSG00000163739,CXCL1,4,74730110,74741959
ENSG00000163956,LRPAP1,4,3503103,3539286
ENSG00000164136,IL15,4,142552752,142660140
ENSG00000169248,CXCL11,4,76949835,76967568
"ENSG00000174123,ENSG00000174125,ENSG00000174130","TLR10,TLR1,TLR6",4,38768860,38863438
ENSG00000248329,"",4,165793156,165825117
ENSG00000251230,"",4,185760739,185781905
ENSG00000002587,HS3ST1,4,11389774,11436389
ENSG00000050730,TNIP3,4,122047563,122153621
ENSG00000073331,ALPK1,4,113201665,113368776
ENSG00000081041,CXCL2,4,74957752,74970010
ENSG00000109193,SULT1E1,4,70671498,70730870
ENSG00000109220,CHIC2,4,54870956,54935857
ENSG00000109610,SOD3,4,24786534,24807464
ENSG00000109625,CPZ,4,8589387,8626488
ENSG00000109762,SNX25,4,186120391,186296339
ENSG00000128052,KDR,4,55939644,55996756
ENSG00000138722,MMRN1,4,90795683,90880780
ENSG00000138814,PPP3CA,4,101939566,102274435
ENSG00000145335,SNCA,4,90640250,90764466
ENSG00000145416,MARCH1,4,164440450,165310202
ENSG00000151014,CCRN4L,4,139931943,139971906
ENSG00000151552,QDPR,4,17456884,17518857
ENSG00000151623,NR3C2,4,148994913,149370850
ENSG00000151726,ACSL1,4,185671749,185752972
ENSG00000157404,KIT,4,55519085,55611881
ENSG00000163297,ANTXR2,4,80817303,81051608
ENSG00000164111,ANXA5,4,122584110,122623268
ENSG00000164114,MAP9,4,156258810,156303122
ENSG00000164169,PRMT10,4,148553936,148610381
ENSG00000164342,TLR3,4,186985306,187014223
ENSG00000171234,UGT2B7,4,69912081,69983705
ENSG00000171476,HOPX,4,57509155,57553065
ENSG00000173597,SULT1B1,4,70581880,70658679
ENSG00000198515,CNGA1,4,47932994,48023689
ENSG00000198589,LRBA,4,151180594,151941879
ENSG00000002549,LAP3,4,17573815,17614595
"ENSG00000085871,ENSG00000196782","MGST2,MAML3",4,140581922,141080338
ENSG00000109572,CLCN3,4,170528784,170649824
ENSG00000109819,PPARGC1A,4,23751664,23910712
ENSG00000128039,SRD5A3,4,56207276,56244263
ENSG00000135222,CSN2,4,70815974,70831725
ENSG00000138772,ANXA3,4,79467673,79536597
ENSG00000145348,TBCK,4,106957756,107247652
ENSG00000145349,CAMK2D,4,114367188,114688083
ENSG00000151247,EIF4E,4,99787835,99856788
ENSG00000151466,SCLT1,4,129781076,130019764
ENSG00000152969,JAKMIP1,4,6022926,6207318
ENSG00000163453,IGFBP7,4,57891939,57981551
ENSG00000164040,PGRMC2,4,129185397,129214984
ENSG00000169435,RASSF6,4,74432267,74491348
ENSG00000170365,SMAD1,4,146397346,146484231
ENSG00000170502,NUDT9,4,88338734,88385606
ENSG00000171557,FGG,4,155520286,155539119
ENSG00000172238,ATOH1,4,94745042,94756221
ENSG00000181004,BBS12,4,123648857,123671098
ENSG00000182585,EPGN,4,75169190,75186024
ENSG00000186352,ANKRD37,4,186312175,186326782
"ENSG00000011600,ENSG00000126264","TYROBP,HCST",19,36388382,36404197
ENSG00000076662,ICAM3,19,10439452,10455499
ENSG00000079432,CIC,19,42767689,42804949
"ENSG00000079435,ENSG00000189377","LIPE,CXCL17",19,42900659,42952200
ENSG00000090554,FLT3LG,19,49972464,49994488
ENSG00000095059,DHPS,19,12781531,12797716
ENSG00000095752,IL11,19,55870757,55886831
ENSG00000104918,RETN,19,7728930,7740334
ENSG00000104938,CLEC4M,19,7823035,7839491
ENSG00000104964,AES,19,3047908,3068105
"ENSG00000104972,ENSG00000104974,ENSG00000239998,ENSG00000186818","LILRB1,LILRA1,LILRA2,LILRB4",19,55079387,55186810
ENSG00000105135,ILVBL,19,15220795,15241596
ENSG00000105220,GPI,19,34845385,34898061
ENSG00000105246,EBI3,19,4224495,4242528
ENSG00000105329,TGFB1,19,41802492,41864816
ENSG00000105369,CD79A,19,42376190,42390439
ENSG00000105383,CD33,19,51723320,51752115
ENSG00000105392,CRX,19,48317703,48351587
ENSG00000105397,TYK2,19,10456209,10496352
ENSG00000105398,SULT2A1,19,48368723,48394654
ENSG00000105483,CARD8,19,48679027,48764203
ENSG00000105486,LIG1,19,48613702,48678860
ENSG00000105509,HAS1,19,52211365,52232247
ENSG00000105699,LSR,19,35734233,35763867
ENSG00000124299,PEPD,19,33872856,34017700
"ENSG00000125730,ENSG00000125735","C3,TNFSF14",19,6658148,6735573
"ENSG00000126456,ENSG00000126458,ENSG00000126461","IRF3,RRAS,SCAF1",19,50133549,50174132
ENSG00000127666,TICAM1,19,4810944,4836716
ENSG00000130164,LDLR,19,11195038,11249492
ENSG00000130203,APOE,19,45404011,45417650
ENSG00000130382,MLLT1,19,6207966,6284959
"ENSG00000130513,ENSG00000175489","GDF15,LRRC25",19,18480541,18513427
ENSG00000131408,NR1H2,19,50827910,50891239
ENSG00000133246,PRAM1,19,8549940,8572996
ENSG00000142405,NLRP12,19,54291857,54332648
ENSG00000167414,GNG8,19,47132333,47142942
ENSG00000169393,ELSPBP1,19,48492908,48533410
ENSG00000179218,CALR,19,13044392,13060303
ENSG00000189430,NCR1,19,55412508,55432508
"ENSG00000196415,ENSG00000197561,ENSG00000197766","PRTN3,ELANE,CFD",19,835963,868453
ENSG00000197110,IFNL3,19,39729246,39740646
ENSG00000197405,C5AR1,19,47788280,47830323
ENSG00000197408,CYP2B6,19,41492204,41529303
ENSG00000007255,TRAPPC6A,19,45661186,45686495
ENSG00000008382,MPND,19,4338524,4365083
ENSG00000011422,PLAUR,19,44145247,44179699
ENSG00000039650,PNKP,19,50359461,50376166
ENSG00000069399,BCL3,19,45245962,45268301
ENSG00000076984,MAP2K7,19,7963728,7984363
ENSG00000099822,HCN2,19,584893,622159
ENSG00000102575,ACP5,19,11680475,11694823
ENSG00000104899,AMH,19,2244308,2257072
ENSG00000104915,STX10,19,13249872,13266197
ENSG00000104936,DMPK,19,46267975,46290810
ENSG00000104951,IL4I1,19,50387911,50437796
ENSG00000104998,IL27RA,19,14137560,14168743
ENSG00000105048,TNNT1,19,55639162,55665722
ENSG00000105325,FZR1,19,3501271,3543328
ENSG00000105514,RAB3D,19,11427722,11461946
"ENSG00000105655,ENSG00000130511","ISYNA1,SSBP4",19,18524674,18554111
ENSG00000105717,PBX4,19,19667522,19734725
"ENSG00000105722,ENSG00000105723","ERF,GSK3A",19,42729338,42764309
ENSG00000116017,ARID3A,19,920781,980939
ENSG00000130303,BST2,19,17508748,17521457
ENSG00000130520,LSM4,19,18412040,18439084
ENSG00000134830,C5AR2,19,47830404,47851606
ENSG00000141905,NFIC,19,3354561,3474215
ENSG00000167815,PRDX2,19,12902634,12917694
ENSG00000168995,SIGLEC7,19,51640556,51661783
"ENSG00000171051,ENSG00000187474","FPR1,FPR3",19,52243425,52334442
"ENSG00000176531,ENSG00000124466","PHLDB3,LYPD3",19,43959939,44014087
ENSG00000182393,IFNL1,19,39781965,39794313
ENSG00000183709,IFNL2,19,39754154,39765732
ENSG00000245848,CEBPA,19,33785840,33798470
ENSG00000254415,SIGLEC14,19,52140806,52155054
ENSG00000028277,POU2F2,19,42585263,42705737
ENSG00000068903,SIRT2,19,39364197,39395502
ENSG00000073008,PVR,19,45142098,45171850
ENSG00000077463,SIRT6,19,4169106,4187601
ENSG00000087088,BAX,19,49453072,49470055
ENSG00000090013,BLVRB,19,40948696,40976747
"ENSG00000099795,ENSG00000099797","NDUFB7,TECR",19,14622897,14687874
ENSG00000099866,MADCAM1,19,484176,510347
ENSG00000105281,SLC1A5,19,47273140,47296851
ENSG00000105639,JAK3,19,17930589,17963880
ENSG00000105664,COMP,19,18888583,18907123
ENSG00000105707,HPN,19,35526410,35562475
ENSG00000121297,TSHZ3,19,31760851,31845453
ENSG00000123143,PKN1,19,14538865,14587679
ENSG00000124449,IRGC,19,44215162,44229173
ENSG00000126247,CAPNS1,19,36625477,36646255
ENSG00000127528,KLF2,19,16430628,16443685
ENSG00000130528,HRC,19,49649455,49663681
ENSG00000130844,ZNF331,19,54019235,54088523
ENSG00000131042,LILRB2,19,54772675,54790039
ENSG00000142512,SIGLEC10,19,51908275,51926057
ENSG00000142515,KLK3,19,51353171,51369020
ENSG00000161031,PGLYRP2,19,15574456,15614767
ENSG00000167483,FAM129C,19,17629110,17669648
ENSG00000167601,AXL,19,41720108,41772671
ENSG00000167670,CHAF1A,19,4397659,4450015
ENSG00000169021,UQCRFS1,19,29693173,29709448
ENSG00000170909,OSCAR,19,54592933,54611000
ENSG00000176920,FUT2,19,49194228,49214207
ENSG00000187556,NANOS3,19,13967877,13996571
ENSG00000189068,VSTM1,19,54539079,54572207
ENSG00000197372,ZNF675,19,23703433,23875022
ENSG00000044574,HSPA5,9,127992132,128008609
ENSG00000054148,PHPT1,9,139738176,139750488
ENSG00000096968,JAK2,9,4980033,5133183
ENSG00000097007,ABL1,9,133584333,133768062
ENSG00000106804,C5,9,123709616,123817554
"ENSG00000107130,rs10819610","NCS1,rs10819610",9,132929857,133004583
ENSG00000119508,NR4A3,9,102579137,102634173
ENSG00000119522,DENND1A,9,126136933,126697431
ENSG00000135046,ANXA1,9,75761673,75790309
ENSG00000135047,CTSL,9,90335434,90351308
ENSG00000135049,AGTPBP1,9,88156455,88361944
ENSG00000136810,TXN,9,113001091,113023920
ENSG00000136826,KLF4,9,110242133,110257763
ENSG00000137077,CCL21,9,34704002,34715121
ENSG00000137078,SIT1,9,35644292,35655937
ENSG00000137100,DCTN3,9,34608548,34625515
ENSG00000147872,PLIN2,9,19103373,19154288
ENSG00000148154,UGCG,9,114654046,114702649
ENSG00000148187,MRRF,9,125021882,125090743
ENSG00000148344,PTGES,9,132495610,132520326
ENSG00000148346,LCN2,9,130906350,130920734
ENSG00000160339,FCN2,9,137767654,137784924
ENSG00000165029,ABCA1,9,107538283,107695518
ENSG00000165092,ALDH1A1,9,75510578,75700358
ENSG00000165699,TSC1,9,135761735,135825020
ENSG00000172724,CCL19,9,34684564,34696274
ENSG00000175164,ABO,9,136120788,136155617
ENSG00000187796,CARD9,9,139251355,139273133
ENSG00000197646,PDCD1LG2,9,5505545,5576282
"ENSG00000259953,ENSG00000106868",",SUSD1",9,114789835,114942688
ENSG00000041982,TNC,9,117777806,117885536
ENSG00000048828,FAM120A,9,96209004,96333397
ENSG00000056558,TRAF1,9,123659671,123696451
ENSG00000085265,FCN1,9,137796431,137814809
ENSG00000099810,MTAP,9,21797542,21936646
ENSG00000106780,MEGF9,9,123358091,123481748
ENSG00000106853,PTGR1,9,114307002,114367135
"ENSG00000106991,ENSG00000136877","ENG,FPGS",9,130551876,130622035
"ENSG00000107099,ENSG00000107104","DOCK8,KANK1",9,209854,751105
ENSG00000107159,CA9,9,35668853,35686156
